"norm","lnorm","gamma","exp","cauchy","t","Categ"
-0.560475646552213,0.369428255144029,1.87770111440604,0.126084035357678,-0.571386089148326,1.77341888213482,"A"
-0.23017748948328,0.353470572307285,5.50158233893394,0.0803703881549699,-0.0516023174803522,0.580402073016924,"A"
1.55870831414912,0.982180439485661,4.59090655397593,3.45551371557598,-5.49534290152272,-0.602404952788706,"A"
0.070508391424576,0.876187532416001,4.18277213790531,0.896733356467511,1.9537717942417,0.543806519819145,"A"
0.129287735160946,0.0781330001107662,2.62066270959489,0.497880979780271,-0.115227047886778,-7.46053161856407,"B"
1.71506498688328,2.83083991031481,2.8814713274119,6.42122867136761,-1.14049865221033,-0.152798987285257,"A"
0.460916205989202,1.28367330301011,5.15158151709726,0.838673066305828,-5.15364888799451,-0.30826064574483,"B"
-1.26506123460653,11.2032887450452,4.22641362587512,0.239852659869939,0.607047715007453,0.927440820578694,"B"
-0.686852851893526,1.98416513358169,3.637721632301,0.120802770243705,-2.09393330795836,2.01668610495848,"B"
-0.445661970099958,0.639569932509753,2.97145975721584,1.83898699647727,-0.197214239620489,0.39677491904647,"A"
1.22408179743946,16.4018010177833,3.35442627152848,1.69507534979823,-1.72993389029058,-0.829456970972405,"B"
0.359813827057364,16.9832238406907,1.83336947652288,0.446071844082326,-1.57319673232682,-0.19583910621396,"B"
0.400771450594052,0.295610722675928,3.53339707573805,0.294672017117863,0.422199706805083,-12.7339337715687,"B"
0.11068271594512,1.59844607781011,1.88383081220906,0.0104682836681604,0.920322121317875,-0.934104296629171,"A"
-0.555841134754075,0.809574143259781,9.86253579350621,0.565177895594388,-5.64137061415093,-23.2740256834258,"B"
1.78691313680308,1.20568895030795,0.871701936335978,0.468521204777062,-3.39717516534211,1.14725230266381,"B"
0.497850478229239,1.25551108479982,1.30407756813621,1.10869745746929,2.39908317261904,77.43867024311,"B"
-1.96661715662964,0.283115464475412,4.61183394068752,0.355607480276376,1.95393086695467,-0.685852140078375,"B"
0.701355901563686,1.33054626070186,5.34841742120511,1.34318015906484,-3.94213553332552,1.74688061318191,"A"
-0.472791407727934,5.75027317940118,1.18819597613386,1.35482916231723,-1.42741049948947,0.0689686192669916,"A"
-1.06782370598685,0.848665635026475,3.81464258370303,2.73315100545499,50.0849599584781,-0.304756162107103,"A"
-0.217974914658295,0.849653456641159,0.874237674000927,0.410103673550379,0.771378861986573,1.35995799176329,"A"
-1.02600444830724,4.0494132996371,6.26113507525902,0.213169007194194,1.84305641464818,-0.896255402391443,"A"
-0.72889122929114,2.45566166116455,2.28383125817169,0.471604459919035,-1.5934487839602,-1.21161888567102,"A"
-0.625039267849257,0.192339196273698,0.219122216108457,1.32319598268242,0.398662356470507,-0.861864564053809,"B"
-1.68669331074241,1.25678512624071,5.40625892367881,0.661582894157618,-0.180005389720633,-29.0467897107248,"B"
0.837787044494525,5.22548300474371,0.311845240986658,0.208006968256086,0.575362596017966,0.647736893646788,"A"
0.153373117836515,4.11762421387631,1.48925586149528,0.695712755034372,-0.336551485258218,0.372518596864083,"A"
-1.13813693701195,1.52188790026679,3.4827292488266,0.348393579468074,0.0531372233937457,-0.586439817647392,"A"
1.25381492106993,2.05694280887641,0.82762278416911,1.6382468722335,-2.53002842022228,-0.18383264871646,"B"
0.426464221476814,0.302118724255134,5.39096459712418,0.713141295885299,-2.79154686999095,-17.9566694347771,"A"
-0.295071482992271,1.35003641597305,7.91770057922693,0.0930518843189252,-2.29722407042695,-2.1891576109569,"B"
0.895125661045022,0.385024259424293,2.97086732559671,1.45187402681422,5.06189889456382,-15.160934376295,"B"
0.878133487533042,0.63253604738149,2.19037461607049,0.134822745807469,-1.77506933080143,-0.415767194069095,"B"
0.821581081637487,2.54875163342577,4.65384160022489,0.0230255061657444,-1.06949034117485,0.830281760844027,"B"
0.688640254100091,0.320814208963266,3.55907252721479,0.456164497822071,-0.654593085937116,-1.08519396439155,"B"
